place_time,place_sig,side,ticker,mint,user,pending,usdc,assets,price,staleness,placed_in_hours,fill_time,fill_sig,latency_s,order_id,asset_minted,asset_quoted,usdc_paid,usdc_quoted,fill_in_hours
2026-07-14 13:59:06,xhp6V6dRDMyD2rXshtLFkxZfBdJ5MMdKJGYxPk7ooYhtz8zUB3mwB5xpxPuCkBtRJuGyNoxNMcJV4Sf2Kndcp83,sell,NVDA,FkzjAJX584L1LncQb8AKSnGhc5sLvZjPGCgZLGpeHyTH,26DbLxVUgQPmmwwFNpoWbeTuCT7jn8f19cFZeRtzNwyW,8EbaSEe9WMcpQWNMphYnehViSiUEhiBWWMmfoMnSLPcG,974456,4753445,205000000000000000000,,1,2026-07-15 13:15:29,3m1CPq4HjdoHUMnEaMHvF82yjvpMNTTNYfoWAHLgjni9rmXY1Q4mEHHXXLA9SfAEs6PXenwVXQu8weS1emYwVssE,83783,2156769053087638450474279223114528528,,,973115,974456,0
2026-07-17 10:30:35,3b24b6JKdV68gYrsoSEy9gVxTmCNLbemecGJzj5KGDpgeRvowj4SJjMTYLU9RcxthrY2QgTK6UJ6ag3pqJW2h3vF,buy,NVDA,FkzjAJX584L1LncQb8AKSnGhc5sLvZjPGCgZLGpeHyTH,26DbLxVUgQPmmwwFNpoWbeTuCT7jn8f19cFZeRtzNwyW,4LJWghztzbn48j7r34aT9c7VUVy8EyTsBP3F3UvK3kEL,1000000,4878048,205000000000000000000,,0,,,,,,,,,
2026-07-27 12:46:58,3KwQNqFDoky1oGgzU8DWThA2SHKtKZ9rYsQkMRp4KKeD5y9V7xiYdamZvnhYswyNGeXx6dGT6VrN63T785LP3LUh,buy,NVDA,FkzjAJX584L1LncQb8AKSnGhc5sLvZjPGCgZLGpeHyTH,26DbLxVUgQPmmwwFNpoWbeTuCT7jn8f19cFZeRtzNwyW,CyBvLXbWh3fSp7Rk6tDCXph6czA93H8i13WAiQPFDisv,1000000,5000000,200000000000000000000,,0,,,,,,,,,
2026-07-27 15:04:30,63cek42rFREJyHoA7ixMMZy7SsSWzYNxYkQxaDe4VrK3mi6bGCwK3LvfPhNRNHBFj6jKDJwhWAy5kMAK78vab942,buy,NVDA,FkzjAJX584L1LncQb8AKSnGhc5sLvZjPGCgZLGpeHyTH,26DbLxVUgQPmmwwFNpoWbeTuCT7jn8f19cFZeRtzNwyW,DH6pxiNbZtnGW6wrzLtbELqycZvWQEqo8jR1FYughENs,2000000,10000000,200000000000000000000,,1,2026-07-27 18:21:03,41dk18EmfKtZoPauT5WTjkxkeuDgyD526efTd6CEfKaPH7zMBKUEUWZSiFx8nqrxr67JeeZsDycUFRsqmb92nncr,11793,,,,,,1
2026-07-27 18:12:34,YLenfdeQUuRqYzwWRFitt91TyD88y9X7N5DoVa1p5MjavuZWgTT4cAZKrMaKktK2iWr8PSg5qFickoh3BQxY2SK,buy,NVDA,FkzjAJX584L1LncQb8AKSnGhc5sLvZjPGCgZLGpeHyTH,26DbLxVUgQPmmwwFNpoWbeTuCT7jn8f19cFZeRtzNwyW,GcMeg6FxYKTQe5hPfBiYDMWwGvEXssQAH3A4B5rw5ae8,2000000,10000000,200000000000000000000,,1,,,,,,,,,
2026-07-27 21:47:08,5LBHxmvzapL9srteaARotbryu8fwMam1K5CEL3tinGMAh5hq61fkBqvVBKCaQiKUPixq7C5S414ZRM6qDbAjeR5r,buy,NVDA,FkzjAJX584L1LncQb8AKSnGhc5sLvZjPGCgZLGpeHyTH,7ZojnzraitorXTQXynyyUzkoDuCdovaJzs8fWR85UdZ2,5tBWmjRnwfVCjQrDtYvDCAzUXMiBaPxXbgKVcLfRyPG3,1000000,5000000,200000000000000000000,,0,,,,,,,,,
2026-07-27 22:32:38,4gAt7CVvwVivLH6p1WWg7bgBbrJXCZ7NxmhbjTbh4SSR9geVY189E8KQyDVraDh8ZdvyvQNKemWhod7y14sFKvbk,buy,NVDA,FkzjAJX584L1LncQb8AKSnGhc5sLvZjPGCgZLGpeHyTH,7ZojnzraitorXTQXynyyUzkoDuCdovaJzs8fWR85UdZ2,W4wWUbMT8f9gyuRDrQLTSpWPxGDVyZLyN5ajL4xBxLg,1000000,5000000,200000000000000000000,,0,,,,,,,,,
2026-08-11 09:53:18,2DKxJcQBBRFvJ44HDvgPNbbZUswcfkBaHjUvcRffPM6WNrKqGEVypRhfR9H11UdcqJn6ZppWFUoGikmr8p6jLhLi,buy,NVDA,FkzjAJX584L1LncQb8AKSnGhc5sLvZjPGCgZLGpeHyTH,26DbLxVUgQPmmwwFNpoWbeTuCT7jn8f19cFZeRtzNwyW,74jie1uNEebGe4jsQiXxt5Tg7x59seHjN79XKyBD9Hk1,3000000,15000000,200000000000000000000,,0,,,,,,,,,
2026-08-11 12:19:09,3FiFTPeh67NKJ3JKpUwrp5p1vWmLCyKEscWZSeNt7brRugDqXzTBN7iwU4byXs4SCfqXxAFPgnzDAskhzhHsY7y3,buy,NVDA,FkzjAJX584L1LncQb8AKSnGhc5sLvZjPGCgZLGpeHyTH,26DbLxVUgQPmmwwFNpoWbeTuCT7jn8f19cFZeRtzNwyW,8hMAdLQiXes5KrgBC7RAnyPWX3bPsnVwkBDgvWcWcyBU,3000000,15000000,200000000000000000000,,0,,,,,,,,,
2026-08-11 19:53:40,4JZVjXYhXfbKjbrassmdRVH2ZgsrfMyuFQkd8wsMgbE9U1DSpCwrjDjrnGXAjNL5ojyWhXDN52MvPLgCoPjejnh1,buy,NVDA,FkzjAJX584L1LncQb8AKSnGhc5sLvZjPGCgZLGpeHyTH,26DbLxVUgQPmmwwFNpoWbeTuCT7jn8f19cFZeRtzNwyW,6y7RAr5K8VeM8KS5NPc7bqNheKTm8KxdDo7DqjmLAu4b,10000000,50000000,200000000000000000000,,1,2026-08-13 13:16:57,487x2xHrJ5dyXbZr3UVxRNdEzyZwG8h8kfS9PpPDGLTZjVPDCyikdKbdkCsPnCfRVHsvkNh7hjjp7nttxfTsAwX,148997,2159719405708314266504944310774241529,45828966,50000000,,,0
2026-08-14 11:01:12,tP3EUY5HGUo9hRBwaTzfYH89PNZuvHENKCLjBREMJmdgQeRLtA9ZVzT8y968sgpm5yfCQEk8vYenfPX7NfZbe7h,sell,NVDA,FkzjAJX584L1LncQb8AKSnGhc5sLvZjPGCgZLGpeHyTH,26DbLxVUgQPmmwwFNpoWbeTuCT7jn8f19cFZeRtzNwyW,6JP19zn9kJVz4vJ6xo79WFRGg34CvJL9fHe7RU46ofmk,10000000,50000000,200000000000000000000,,0,2026-08-14 11:13:25,3Rg3Rh4jprc9X8UXiWrn89ueMMSrzoCN2VqviWdmZA6thQ5yPJuiVhcjDe18F3sm9EsNELMH7His5wFB8UD6fMUa,733,2159994135812659819747879568572321577,,,11250000,10000000,0
2026-08-17 15:54:54,4Tvfi6Rj6bvemcyCKCaasWu7WyrZbJWgKh7gHhNpSMFL7ry2Q9dDvzmJ7QvgVe8Xr8LwHu1K6pFjZNJHjYUTVqRq,buy,NVDA,FkzjAJX584L1LncQb8AKSnGhc5sLvZjPGCgZLGpeHyTH,7ZojnzraitorXTQXynyyUzkoDuCdovaJzs8fWR85UdZ2,GigSeoLWWWYVPm2zUxrR9kDXf7P1BFbjWU9qDGNrjPaq,2000000,10000000,200000000000000000000,,1,,,,,,,,,
2026-08-17 18:31:22,23JgZhucmvwE2Ghph9aBtyspi36yxCbph1ks3BrruNcz2apwRL1zce1agP5any2inFZdasqpkinQ2ysStafj5mAA,buy,NVDA,FkzjAJX584L1LncQb8AKSnGhc5sLvZjPGCgZLGpeHyTH,26DbLxVUgQPmmwwFNpoWbeTuCT7jn8f19cFZeRtzNwyW,G8FAq8oNcMdNPaPX4wWNYjzzTrq1SRqYEZx85uPbrVUU,2000000,10000000,200000000000000000000,,1,,,,,,,,,
2026-08-17 18:36:08,4ptTGxo9wYDVZaVSdbMjxE2SvFDdSGdUJfrmZjf8SU3EWpEhnxPzWL7oMzSxjpjJbKMLHzBUxACFtYgpsVq3WDxy,buy,NVDA,FkzjAJX584L1LncQb8AKSnGhc5sLvZjPGCgZLGpeHyTH,26DbLxVUgQPmmwwFNpoWbeTuCT7jn8f19cFZeRtzNwyW,7LYqRZ1RmLLPRxuu7WkUg4JgtXPyocxeA43yUdZfcoMS,2000000,10000000,200000000000000000000,,1,,,,,,,,,
2026-08-17 18:46:54,5YTyecFNbrHWTBGAA722YY9rhQ2VPXVXK7LA1pRdyBxCLNyF6eZpKBtPUxxD6csh3mnZvtMiY4yTKJrapBjGSZVM,buy,NVDA,FkzjAJX584L1LncQb8AKSnGhc5sLvZjPGCgZLGpeHyTH,26DbLxVUgQPmmwwFNpoWbeTuCT7jn8f19cFZeRtzNwyW,4odaBZQG9yteHR6TmhH9niiVxQ6r2j33rvU8zydYKEPG,2000000,10000000,200000000000000000000,,1,2026-08-17 18:47:05,4sCagHQTyYpqZAAs1dp8Bgv3yeFKVitWfoL35FUUPMEanVgcpzyoght9Xd4kBpyFfc1QizF7UxGbWxWSJTCfSJ7Z,11,2160341269455105232279569216741073572,8814748,10000000,,,1
2026-08-17 18:49:19,VAPfAXmKhPxZnAJ9o7MVet6rMQf7rcRhQWAJNH8D1LTfxZjUpr8XEXe7V6yE47iF2p95pUv8Q3dz4bk2aWkKPaS,sell,NVDA,FkzjAJX584L1LncQb8AKSnGhc5sLvZjPGCgZLGpeHyTH,26DbLxVUgQPmmwwFNpoWbeTuCT7jn8f19cFZeRtzNwyW,4WsizLx11mo9t4naXMdy6HaFEoyzLMgXC8NVFX82T9Hj,1762949,8814748,200000000000000000000,,1,2026-08-17 18:49:29,2gPb3kbwLgkj6YgUxsV6MMLNAfVxpdbNygdq6G2jcakZQDndA99g44vXH9r54xdpH7UhkTzWJrXgGhKdhn78sWWZ,10,2160341444354030073928723661062693802,,,1990035,1762949,1
2026-08-17 19:00:41,4LbxQvJp81BwsP7tmcoPeXcn1JcF3GG77L23Em1sNFEUoECFEsmQmzUkkgiD2xrTji3fvUsF4Sbhb6jJsXXCVx5P,buy,NVDA,FkzjAJX584L1LncQb8AKSnGhc5sLvZjPGCgZLGpeHyTH,26DbLxVUgQPmmwwFNpoWbeTuCT7jn8f19cFZeRtzNwyW,4C6edYQPxcq7ymA5GvKZJdmW7EnL6kj5Dq9g9tfPRNmF,2000000,10000000,200000000000000000000,,1,2026-08-17 19:00:50,2kndXqc4fkvKdGj458PMdmyhLhoXUdjuc2uEEiY9JuPXHMimnNoVovH9NQrLKLq3TL2iWov58eJ2uXzX6bQbzRZ7,9,2160342268650435483853686578610804178,8823425,10000000,,,1
2026-08-17 19:01:22,3rJm6VrahHXpszjzJwX6jRvVcDDW6LjYWKfDS8qPgNyAfc4ARddXEHE8ZWGecdP4CGHrAoTpuC6R1ycXNxtaqpHZ,buy,NVDA,FkzjAJX584L1LncQb8AKSnGhc5sLvZjPGCgZLGpeHyTH,26DbLxVUgQPmmwwFNpoWbeTuCT7jn8f19cFZeRtzNwyW,Etq9b5GhuivmvEe7KRotoA3Dyqxvdemq5VetViWryeDJ,5000000,25000000,200000000000000000000,,1,2026-08-17 19:01:33,5pSFXWmHZtudg8Vdz8UisuheD1TWAwNFDZ3U5FFgnzAht8ZqQBDFND73nVX3PXLBjtAG1FgqWYrogXBKCZcAYxeh,11,2160342317862170080326410097300422703,22118990,25000000,,,1
2026-08-17 19:02:03,4qKWbqKkWFTtpwNoZqJaTE7HURnC4T57ndYGM13S3kd1KKxRkw81Wqa1jEf45fQD4298K5J4E7cijQTQfKmxaw9A,buy,NVDA,FkzjAJX584L1LncQb8AKSnGhc5sLvZjPGCgZLGpeHyTH,26DbLxVUgQPmmwwFNpoWbeTuCT7jn8f19cFZeRtzNwyW,H7rB1aJkSXK2N1wznSj3SLLELBRCA3XcJcDpZFEW8rRc,4000000,20000000,200000000000000000000,,1,2026-08-17 19:02:11,5cmXGtRWj2Un6vNfrCXjJtLQMRknEStPc6nVBnPudkPA2G3zcXmvikAWAnJxvLUHREURMbGwttMbXkJNQnKkJRQN,8,2160342367758151821969940050999429815,17688051,20000000,,,1
2026-08-17 19:02:44,kgUNUj6kbXkS8p7s8NTQxMLSQvxoosqxoNAPP2tAu6p4jW45TgbtCvvjYpywYKGzqytSwwygnnP6pd23roF7Jpk,sell,NVDA,FkzjAJX584L1LncQb8AKSnGhc5sLvZjPGCgZLGpeHyTH,26DbLxVUgQPmmwwFNpoWbeTuCT7jn8f19cFZeRtzNwyW,8EKBkBKPE5kAuzT1Znz6xjJMCAsgh54tnbLKqbAW7tYJ,1762949,8814748,200000000000000000000,,1,2026-08-17 19:02:53,38JsyZHHRLkKKVaad1frfV54ku52bv6prQHEVSWCnMqXzbYKQFojXMDZ8tvyk8ducU1e8kwxBMGjdRic5tRyNES4,9,2160342417282998292904521786051976664,,,1988113,1762949,1
2026-08-17 19:03:25,5eA7zWyEgWkexM6grizmcoaQfa4pM7B3dvH4jpriEn8SJrGJbqsAmGR9B4ywWNg86AavzzqsipFy1xbG9BwHZiXy,buy,NVDA,FkzjAJX584L1LncQb8AKSnGhc5sLvZjPGCgZLGpeHyTH,26DbLxVUgQPmmwwFNpoWbeTuCT7jn8f19cFZeRtzNwyW,2JY9nTc7hR3FoBKGTaoHEdQZ9Pb3phPDMax9c8R9RLzw,4000000,20000000,200000000000000000000,,1,2026-08-17 19:03:35,3XiuK8816CRdPZbg6NFYJZAx5Upr9MjZ2rvW63arUQH25LwB1CH5FsxhW1vnyddikEKepJtMEJnMi8wYNKWVP5mo,10,2160342466807879135289967181806540751,17690404,20000000,,,1
